#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery3
#Serial Number: SN:210415BB6C6F
#Date Time: 2026-05-19 15:52:11.974
#Start: 200 Hz
#Stop: 200000 Hz
#Steps: 1001
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.41735 V
#Offset: 0.000121392 V
#Relative: no

Frequency (Hz),Channel 1 Magnitude (X)
200.0000000000002,0.000300009472901963
201.3863337703611,0.0002820062525346026
202.782277147336,0.000292199055299903
204.1878967415362,0.000316733996075224
205.6032596252949,0.0003309532762868985
207.028433335869,0.0003427784415270719
208.4634858786609,0.0003526101798949974
209.9084857304646,0.0003688679918292756
211.3635018427319,0.0003776064632211142
212.8286036448635,0.0003966701984318509
214.3038610475214,0.0004065573223076172
215.7893444459659,0.0004175741133989103
217.2851247234133,0.0004329323735692272
218.7912732544191,0.0004460523314581174
220.3078619082831,0.0004750080321430689
221.8349630524804,0.0004775835263011379
223.3726495561125,0.0004930547070237896
224.9209947933856,0.0005046735664508786
226.4800726471115,0.0005278678987716295
228.049957512234,0.0005698909628284345
229.6307242993768,0.0005643464189435942
231.2224484384201,0.0005918871230815398
232.8252058820984,0.0006484776626488218
234.4390731096263,0.0006319040784978741
236.0641271303462,0.0006368240082319636
237.700445487404,0.0006776766102296147
239.3481062614489,0.0006884569197424544
241.0071880743597,0.0007305308667873221
242.6777700929958,0.0007453497648420956
244.3599320329747,0.0007788602013227738
246.0537541624765,0.0007963398325123002
247.7593173060741,0.0008415889431439582
249.4767028485889,0.000868645701555571
251.2059927389754,0.0008962928357473195
252.9472694942304,0.0009417278770824228
254.7006162033326,0.0009489154569626935
256.4661165312046,0.001012746801910352
258.2438547227072,0.001041395118781654
260.0339156066582,0.001066915036409807
261.8363845998817,0.001094071395247709
263.6513477112817,0.001153654507912735
265.4788915459483,0.00118771158424077
267.3191033092887,0.00120615085121683
269.1720708111899,0.001256529035411464
271.0378824702075,0.001319310584793976
272.9166273177854,0.001353503730922703
274.8083950025033,0.001397178852464769
276.7132757943565,0.001440877521385264
278.631360589061,0.001500397061954532
280.5627409123921,0.001526601775621325
282.5075089245511,0.001607725206151364
284.4657574245643,0.00166221785237465
286.437579854709,0.001732677007512718
288.4230703049742,0.001791706686801297
290.4223235175487,0.001841265003322013
292.435434891344,0.001896368230336556
294.4625004865442,0.001979795137397865
296.5036170291912,0.002035631827019886
298.5588819157995,0.002112216768614795
300.6283932180045,0.002193364155234316
302.712249687242,0.002266932022630268
304.8105507594585,0.002352995249354107
306.9233965598592,0.002434419934814986
309.0508879076828,0.00252435834803677
311.1931263210153,0.002593036987442354
313.35021402163,0.00267986406284952
315.52225393987,0.002792550572663831
317.7093497195558,0.002860649307690108
319.9116057229343,0.00296821555314106
322.1291270356543,0.003069440265690701
324.3620194717863,0.003158462028097615
326.6103895788669,0.003312403747207858
328.8743446429864,0.003383068722745407
331.1539926939059,0.003517247240232808
333.4494425102129,0.003641322303381566
335.7608036245121,0.003779828535154408
338.088186328653,0.003923366127346119
340.4317016789904,0.00404147526778926
342.7914615016854,0.004167337813572957
345.1675783980408,0.004328413948649592
347.5601657498752,0.004485250609533835
349.9693377249317,0.004652833468938421
352.3952092823262,0.004785332487127461
354.8378961780332,0.004965998789802767
357.2975149704103,0.005133478731946508
359.7741830257578,0.005326485385637348
362.2680185239209,0.005499141233888658
364.7791404639277,0.005676431350891039
367.3076686696695,0.005873119633966535
369.853723795616,0.00610471012865017
372.4174273325739,0.006311062023532148
374.9989016134838,0.006552593724355953
377.5982698192589,0.006757886996398548
380.2156559846603,0.007009977581010144
382.8511850042175,0.007264877993576108
385.5049826381873,0.007502887850616745
388.1771755185559,0.007774131951925481
390.8678911550793,0.008023671100164418
393.5772579413694,0.008298422562024834
396.3054051610197,0.008641627139349194
399.0524629937761,0.008901242512425103
401.818562521746,0.009221829439883754
404.6038357356548,0.009533788160868778
407.4084155411438,0.00986143720141347
410.2324357651133,0.01022098126035589
413.0760311621062,0.01056962431125496
415.9393374207396,0.01093250222264028
418.8224911701787,0.01129862493199293
421.7256299866582,0.01169816744369873
424.6488924000442,0.0121149159428039
427.5924179004469,0.01253642083249435
430.5563469448747,0.01297819392101574
433.5408209639393,0.01345370039008115
436.5459823686007,0.01390336615460352
439.5719745569655,0.01438702019517464
442.6189419211277,0.01484499539321619
445.6870298540611,0.01539621960196767
448.7763847565536,0.01593006757637829
451.8871540441961,0.01650057629392691
455.0194861544143,0.01706238854649382
458.1735305535549,0.01768003034153831
461.3494377440143,0.01829817065026584
464.547359271422,0.01892163757816104
467.7674477318712,0.01956377443717809
471.0098567792023,0.02026858164278402
474.2747411323315,0.02097715278982077
477.5622565826362,0.02169697330751495
480.8725600013869,0.02247225653572887
484.205809347236,0.02324370720939511
487.562163673751,0.0240905411429002
490.9417831370068,0.02494646654154537
494.3448290032263,0.02580221691501993
497.7714636564785,0.02670884575614762
501.2218506064233,0.02763846856920475
504.6961544961156,0.02860312351634366
508.1945411098613,0.02960992147929454
511.7171773811295,0.03065578058374443
515.2642314005155,0.03173579108958532
518.8358724237636,0.03282235777488336
522.4322708798416,0.03399033642372102
526.0535983790769,0.03514464339281651
529.7000277213407,0.0364106448391107
533.3717329042967,0.03768964208684569
537.0688891317018,0.03901726143396493
540.7916728217692,0.04039254662163237
544.5402616155831,0.0418420975867758
548.3148343855773,0.04325803676377851
552.1155712440694,0.04476635127494286
555.9426535518583,0.04638124301369997
559.7962639268732,0.04796870456952607
563.6765862528915,0.04969222381337161
567.5838056883116,0.05140845248337902
571.5181086749899,0.05321436367689809
575.4796829471345,0.05508706598048516
579.4687175402655,0.05697860688033307
583.4854028002338,0.05897390389996238
587.5299303923067,0.06103582790251273
591.6024933103099,0.06319281605039535
595.7032858858388,0.06538473044417807
599.8325037975306,0.06768121156683483
603.9903440804038,0.07006639860333039
608.1770051352566,0.07247896112743273
612.3926867381364,0.07503296340571321
616.6375900498713,0.07757153696790652
620.9119176256718,0.08032693801763316
625.2158734247918,0.08312783754839978
629.5496628202641,0.08603832836603613
633.9134926086987,0.08902782758588819
638.307571020153,0.09213833980168966
642.7321077280643,0.09534834314662405
647.1873138592575,0.09870364831198085
651.673402004018,0.1021347011746057
656.1905862262381,0.1056652348012143
660.7390820736305,0.1093388238369778
665.3191065880094,0.1131573996740223
669.9308783156558,0.117104608726482
674.5746173177379,0.1210982477627587
679.2505451808178,0.125326070938948
683.9588850274181,0.129634164279997
688.6998615266775,0.1341197949155294
693.4737009050633,0.1387680986509105
698.2806309571732,0.1435387226659161
703.1208810565967,0.148448285705828
707.99468216687,0.1536210783128204
712.9022668524885,0.1588650760960384
717.8438692900114,0.1643146381249521
722.819725279227,0.1700250656512754
727.830072254415,0.1758881812183409
732.8751492956667,0.1818779347930387
737.9551971403017,0.1881253242886304
743.0704581943456,0.194548179525724
748.2211765441074,0.2011418300779156
753.4075979678179,0.2080341863784845
758.629969947365,0.2150589257816258
763.8885416800937,0.2223559750141975
769.1835640907078,0.2297578719213983
774.5152898432345,0.2375099150098158
779.883973353088,0.2453594821086909
785.2898707992002,0.2535087812537886
790.7332401362567,0.261950588525604
796.2143411069947,0.2706256615772382
801.7334352546068,0.2795165691520343
807.2907859352106,0.2886765017882209
812.8866583304263,0.2981584959177059
818.521319460022,0.3078169551321611
824.1950381946608,0.3176233159548671
829.9080852687265,0.3280368922115453
835.6607332932444,0.3383186757226875
841.4532567688884,0.3490113966063015
847.2859320990827,0.359907442591929
853.1590376031861,0.3711937392308021
859.0728535297754,0.382639115373309
865.0276620700178,0.3944330969260519
871.0237473711377,0.4062928660478768
877.0613955499721,0.4183818022796826
883.1408947066259,0.4307178808844181
889.2625349382178,0.443266736872408
895.4266083527256,0.4561432807163934
901.6334090829209,0.469149134625679
907.8832333004074,0.4820810826503382
914.1763792297504,0.4954658943976321
920.5131471627126,0.5091216191950938
926.8938394725768,0.5225936855852179
933.3187606285784,0.5362270330110348
939.7882172104312,0.5501007390218279
946.3025179229616,0.5637761831929725
952.8619736108323,0.5780451749332488
959.4668972733793,0.591629203202969
966.1176040795456,0.6057202874276775
972.8144113829238,0.6199029347653195
979.5576387368932,0.6335300065224416
986.3476079098729,0.6474204959284822
993.1846429006725,0.6609835411002846
1000.069069953958,0.6746650825776915
1007.001217575811,0.6883520593731075
1013.98141654941,0.70155724096465
1021.009999950813,0.7144591722051719
1028.087303164853,0.7275698655167221
1035.213663901136,0.7402777805097973
1042.389422210162,0.7526996557255731
1049.614920499546,0.7648826687537749
1056.890503550361,0.7768749038708204
1064.216518533589,0.7882588712862694
1071.593315026684,0.7995835231322934
