Data from Lichquelle_USB4F055801__7__007.txt Node

Date: Thu Feb 19 14:05:41 CET 2026
User: Versuch 234
Spectrometer: USB4F05580
Trigger mode: 4
Integration Time (sec): 4,500000E-2
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
197,409	-62,79
197,623	-62,79
197,837	-62,79
198,051	-55,38
198,265	-54,78
198,479	8,11
198,693	12,32
198,907	2,9
199,122	11,52
199,336	-4,71
199,55	-3,1
199,763	-5,51
199,977	-4,71
200,191	-13,72
200,405	-7,51
200,619	-22,53
200,833	26,94
201,047	5,91
201,261	27,94
201,475	29,94
201,689	58,38
201,903	37,55
202,117	48,77
202,331	28,54
202,545	72,61
202,758	42,56
202,972	29,74
203,186	60,39
203,4	52,38
203,614	39,76
203,828	43,96
204,041	44,36
204,255	43,56
204,469	61,99
204,683	32,15
204,897	40,36
205,11	21,13
205,324	25,34
205,538	65,19
205,752	50,97
205,965	31,15
206,179	36,35
206,393	43,76
206,606	46,77
206,82	36,15
207,034	44,16
207,248	44,36
207,461	27,54
207,675	26,74
207,889	42,36
208,102	48,77
208,316	46,17
208,529	53,58
208,743	47,57
208,957	46,17
209,17	35,75
209,384	56,98
209,597	44,16
209,811	22,93
210,025	38,76
210,238	38,16
210,452	23,13
210,665	54,58
210,879	65,8
211,092	53,98
211,306	34,35
211,519	45,57
211,733	40,96
211,946	35,35
212,16	31,95
212,373	43,36
212,587	39,76
212,8	44,76
213,014	22,73
213,227	45,97
213,44	59,19
213,654	21,93
213,867	10,11
214,081	25,94
214,294	48,17
214,507	56,58
214,721	34,75
214,934	29,94
215,148	70,4
215,361	27,54
215,574	45,77
215,788	54,58
216,001	55,38
216,214	51,98
216,428	44,16
216,641	28,54
216,854	40,16
217,067	50,77
217,281	48,77
217,494	56,98
217,707	47,97
217,92	65,6
218,134	29,94
218,347	67,8
218,56	61,59
218,773	50,77
218,986	28,74
219,2	53,78
219,413	38,76
219,626	38,16
219,839	34,55
220,052	55,38
220,265	46,97
220,479	39,36
220,692	54,78
220,905	41,96
221,118	62,79
221,331	58,79
221,544	42,56
221,757	59,79
221,97	24,94
222,183	44,76
222,396	32,95
222,609	75,81
222,822	53,38
223,035	47,37
223,249	41,76
223,462	50,37
223,675	34,75
223,887	77,41
224,1	20,73
224,313	55,18
224,526	56,58
224,739	65,39
224,952	30,54
225,165	56,78
225,378	61,79
225,591	51,17
225,804	54,18
226,017	58,38
226,23	97,04
226,443	47,17
226,656	44,97
226,868	58,58
227,081	32,75
227,294	57,18
227,507	48,77
227,72	82,62
227,933	34,15
228,145	53,38
228,358	44,36
228,571	40,76
228,784	58,18
228,997	36,55
229,209	39,56
229,422	75,81
229,635	27,74
229,848	33,35
230,06	53,58
230,273	54,78
230,486	55,78
230,698	68,8
230,911	31,75
231,124	51,78
231,336	62,39
231,549	75,41
231,762	32,95
231,974	44,97
232,187	27,54
232,4	42,56
232,612	28,94
232,825	43,16
233,038	48,17
233,25	83,42
233,463	60,19
233,675	51,78
233,888	57,38
234,1	38,76
234,313	45,77
234,526	33,55
234,738	50,17
234,951	39,56
235,163	35,15
235,376	72,2
235,588	58,38
235,801	86,63
236,013	52,98
236,226	63,99
236,438	61,99
236,65	60,79
236,863	41,36
237,075	43,96
237,288	93,03
237,5	68,6
237,713	63,99
237,925	67,2
238,137	43,56
238,35	63,79
238,562	37,15
238,774	53,98
238,987	42,16
239,199	32,75
239,411	35,55
239,624	43,76
239,836	74,41
240,048	61,19
240,261	32,15
240,473	87,23
240,685	45,17
240,897	46,17
241,11	40,76
241,322	49,37
241,534	69,2
241,746	59,79
241,959	34,95
242,171	51,17
242,383	75,21
242,595	79,82
242,807	67,6
243,02	67
243,232	33,75
243,444	60,99
243,656	21,93
243,868	77,01
244,08	65,39
244,293	60,99
244,505	70,6
244,717	51,78
244,929	24,34
245,141	79,21
245,353	49,37
245,565	37,75
245,777	58,58
245,989	45,37
246,201	68,2
246,413	32,35
246,625	60,39
246,837	54,38
247,049	50,57
247,261	54,18
247,473	67,8
247,685	70,6
247,897	69
248,109	79,82
248,321	51,17
248,533	57,18
248,745	51,37
248,957	66,2
249,169	79,42
249,381	48,37
249,593	76,81
249,804	62,79
250,016	45,17
250,228	50,97
250,44	53,98
250,652	54,78
250,864	34,55
251,075	54,38
251,287	74,61
251,499	48,57
251,711	36,35
251,923	76,21
252,134	51,17
252,346	65,39
252,558	73,81
252,77	73,21
252,982	75,81
253,193	42,16
253,405	55,18
253,617	53,18
253,828	50,77
254,04	80,02
254,252	56,98
254,463	64,39
254,675	54,98
254,887	68,6
255,098	48,17
255,31	40,36
255,522	49,77
255,733	50,17
255,945	53,18
256,157	76,81
256,368	79,01
256,58	64,79
256,791	45,57
257,003	62,19
257,214	52,78
257,426	90,23
257,637	40,76
257,849	58,58
258,061	74,21
258,272	69,8
258,484	54,78
258,695	61,79
258,907	62,39
259,118	46,17
259,329	64,39
259,541	55,38
259,752	78,21
259,964	89,83
260,175	82,82
260,387	68
260,598	50,97
260,809	51,78
261,021	77,41
261,232	66,4
261,444	53,38
261,655	51,57
261,866	72,2
262,078	60,59
262,289	53,38
262,5	36,75
262,712	44,36
262,923	89,63
263,134	56,58
263,345	73,61
263,557	57,58
263,768	77,61
263,979	72,2
264,191	59,99
264,402	70,8
264,613	35,55
264,824	96,84
265,035	52,18
265,247	53,58
265,458	90,23
265,669	59,79
265,88	62,19
266,091	62,59
266,302	69
266,514	67
266,725	85,42
266,936	50,97
267,147	90,63
267,358	68,2
267,569	42,16
267,78	75,61
267,991	95,44
268,202	83,22
268,414	77,81
268,625	53,18
268,836	59,19
269,047	31,75
269,258	81,42
269,469	56,58
269,68	64,79
269,891	89,23
270,102	80,42
270,313	53,38
270,524	81,62
270,735	64,79
270,945	90,43
271,156	71,8
271,367	61,79
271,578	62,79
271,789	88,03
272	25,94
272,211	72,81
272,422	48,77
272,633	56,98
272,844	85,22
273,054	89,83
273,265	69,6
273,476	99,24
273,687	60,79
273,898	53,18
274,109	78,41
274,319	74,61
274,53	59,19
274,741	91,83
274,952	76,61
275,162	74,61
275,373	84,82
275,584	84,42
275,795	67,8
276,005	56,38
276,216	73,61
276,427	68,4
276,637	68,2
276,848	68,4
277,059	76,01
277,269	73,21
277,48	74,61
277,691	48,97
277,901	65,39
278,112	87,03
278,323	56,98
278,533	25,34
278,744	59,19
278,954	84,22
279,165	79,82
279,376	76,61
279,586	95,44
279,797	64,59
280,007	62,39
280,218	59,19
280,428	51,57
280,639	66
280,849	71,8
281,06	60,39
281,27	64,79
281,481	101,25
281,691	82,02
281,902	66,6
282,112	59,59
282,322	85,82
282,533	92,83
282,743	56,78
282,954	72,2
283,164	102,25
283,374	35,95
283,585	52,38
283,795	75,21
284,006	91,83
284,216	53,98
284,426	91,43
284,637	75,21
284,847	68,4
285,057	93,64
285,268	82,22
285,478	78,61
285,688	65,19
285,898	71,6
286,109	71,2
286,319	73,01
286,529	96,64
286,739	50,97
286,95	61,59
287,16	75,81
287,37	91,23
287,58	63,39
287,79	59,99
288,001	66,4
288,211	91,23
288,421	64,39
288,631	82,62
288,841	67
289,051	100,25
289,261	60,39
289,471	100,05
289,682	85,22
289,892	56,58
290,102	55,98
290,312	50,77
290,522	60,19
290,732	64,99
290,942	73,21
291,152	102,25
291,362	70,6
291,572	95,24
291,782	73,81
291,992	58,58
292,202	88,83
292,412	129,49
292,622	60,79
292,832	69,6
293,042	80,42
293,252	55,98
293,462	85,22
293,672	92,43
293,881	94,24
294,091	74,61
294,301	86,22
294,511	76,81
294,721	80,02
294,931	76,81
295,141	78,01
295,35	94,04
295,56	104,25
295,77	78,41
295,98	69,8
296,19	77,41
296,4	55,18
296,609	89,23
296,819	91,83
297,029	71,8
297,239	84,62
297,448	78,01
297,658	45,77
297,868	47,57
298,077	104,05
298,287	79,82
298,497	76,61
298,706	72,81
298,916	71
299,126	60,59
299,335	96,44
299,545	106,05
299,755	80,82
299,964	81,62
300,174	58,18
300,384	100,25
300,593	81,82
300,803	70,2
301,012	86,22
301,222	61,79
301,431	96,04
301,641	119,87
301,851	60,39
302,06	93,64
302,27	87,43
302,479	80,62
302,689	77,41
302,898	72,61
303,107	83,42
303,317	87,23
303,526	91,43
303,736	103,05
303,945	86,02
304,155	87,63
304,364	61,99
304,574	67
304,783	97,84
304,992	67,6
305,202	102,85
305,411	113,87
305,62	58,79
305,83	79,62
306,039	99,44
306,248	73,61
306,458	118,27
306,667	89,23
306,876	46,97
307,086	101,25
307,295	91,23
307,504	83,82
307,713	101,85
307,923	122,68
308,132	101,25
308,341	103,45
308,55	89,43
308,76	96,04
308,969	70,2
309,178	88,23
309,387	76,21
309,596	95,24
309,805	88,03
310,015	88,03
310,224	105,65
310,433	85,42
310,642	103,05
310,851	86,22
311,06	95,84
311,269	118,07
311,478	87,63
311,687	114,47
311,896	83,02
312,106	103,85
312,315	84,82
312,524	69,6
312,733	60,99
312,942	54,78
313,151	88,83
313,36	108,06
313,569	100,45
313,778	91,03
313,987	97,64
314,195	117,67
314,404	113,87
314,613	137,1
314,822	92,83
315,031	133,89
315,24	87,23
315,449	104,25
315,658	83,42
315,867	135,3
316,076	114,47
316,284	102,25
316,493	109,66
316,702	113,26
316,911	103,85
317,12	103,05
317,329	123,88
317,537	94,64
317,746	108,66
